"Jeanne d&rsquo;Arc","06.40","07.00","07.20","07.40","08.00","08.20","08.40","09.05","09.35","10.05","10.35","11.05","11.35","12.05","12.35","13.05","13.35","14.05","14.35","15.05","15.35","16.05","16.25","16.45","17.05","17.25","17.45","18.05","18.25","18.45","19.05","19.35","20.05","20.35"
"Pont des Minimes","06.43","07.03","07.23","07.44","08.04","08.24","08.44","09.09","09.39","10.10","10.40","11.10","11.40","12.10","12.40","13.10","13.40","14.10","14.40","15.10","15.40","16.10","16.30","16.50","17.10","17.30","17.50","18.10","18.30","18.50","19.09","19.39","20.09","20.39"
"Tricou","06.47","07.07","07.28","07.49","08.09","08.31","08.51","09.15","09.45","10.16","10.46","11.16","11.46","12.16","12.45","13.15","13.45","14.16","14.46","15.16","15.46","16.16","16.36","16.56","17.19","17.39","17.59","18.16","18.36","18.56","19.15","19.45","20.14","20.44"
"Barri&egrave;re de Paris","06.53","07.13","07.35","07.56","08.16","08.38","08.58","09.21","09.51","10.23","10.53","11.23","11.54","12.24","12.52","13.22","13.52","14.23","14.53","15.23","15.53","16.24","16.44","17.04","17.28","17.48","18.08","18.25","18.45","19.03","19.22","19.52","20.19","20.49"
"Etats-Unis Fondeyre","06.59","07.19","07.43","08.04","08.25","08.47","09.06","09.29","10.00","10.32","11.02","11.32","12.03","12.32","12.59","13.29","14.01","14.32","15.02","15.31","16.01","16.32","16.52","17.12","17.36","17.56","18.15","18.32","18.52","19.10","19.29","19.59","20.26","20.56"
