"L&rsquo;Union Malbou","06.25","06.55","07.15","07.35","08.05","08.40","09.15","10.00","10.45","11.30","12.15","12.55","13.40","14.20","15.05","15.50","16.35","17.05","17.25","17.45","18.05","18.25","18.55","19.30"
"L&rsquo;Union Somport","06.32","07.02","07.22","07.42","08.13","08.48","09.23","10.08","10.53","11.37","12.22","13.02","13.48","14.28","15.13","15.58","16.43","17.13","17.33","17.53","18.13","18.33","19.03","19.38"
"Val d&rsquo;Aran","06.34","07.05","07.25","07.45","08.16","08.51","09.26","10.11","10.56","11.40","12.25","13.05","13.51","14.31","15.16","16.01","16.46","17.16","17.36","17.56","18.16","18.36","19.06","19.41"
"Netwiller","06.38","07.09","07.29","07.49","08.20","08.55","09.30","10.15","11.00","11.44","12.28","13.08","13.55","14.35","15.20","16.05","16.50","17.20","17.40","18.00","18.20","18.40","19.10","19.45"
"Borderouge","06.41","07.12","07.32","07.52","08.23","08.58","09.33","10.18","11.03","11.47","12.31","13.11","13.59","14.39","15.24","16.09","16.54","17.24","17.44","18.04","18.24","18.44","19.14","19.49"
