"Borderouge","06.45","07.17","07.57","08.35","09.55","10.53","11.53","12.53","13.53","14.53","15.43","16.20","16.56","17.36","18.19","19.16","20.05"
"Netwiller","06.48","07.20","08.01","08.39","09.58","10.56","11.56","12.56","13.56","14.56","15.46","16.23","17.00","17.40","18.23","19.20","20.08"
"Barri&egrave;re Croix Daurade","06.56","07.28","08.13","08.50","10.07","11.05","12.06","13.04","14.06","15.06","15.57","16.34","17.12","17.52","18.32","19.29","20.16"
"Jeanne d&rsquo;Arc","07.04","07.40","08.26","08.59","10.16","11.15","12.16","13.13","14.16","15.16","16.07","16.44","17.23","18.03","18.43","19.39","20.25"
