"Colomiers Gare SNCF","06.25","07.10","07.45","08.20","10.40","11.50","13.00","14.10","15.20","16.10","16.45","17.20","17.55","18.25","19.10"
"Place des Marots","06.30","07.15","07.50","08.25","10.45","11.55","13.05","14.15","15.25","16.15","16.50","17.25","18.00","18.30","19.15"
"Centre de tri postal","06.35","07.20","07.55","08.30","10.50","12.00","13.10","14.20","15.30","16.20","16.55","17.30","18.05","18.35","19.19"
"Mairie La Salvetat","06.42","07.27","08.02","08.37","10.57","12.07","13.17","14.28","15.38","16.28","17.03","17.38","18.12","18.42","19.26"
"Plaisance Monesti&eacute;","06.47","07.32","08.07","08.43","11.03","12.12","13.22","14.34","15.44","16.34","17.09","17.44","18.18","18.48","19.32"
