"Rangueil","06.10","06.35","06.55","07.15","07.35","07.55","08.15","08.35","08.55","09.15","09.40","10.10","10.40","11.10","11.40","12.10","12.40","13.10","13.40","14.10","14.40","15.10","15.40","16.10","16.30","16.50","17.10","17.30","17.50","18.10","18.30","18.50","19.10","19.30","19.55","20.25","21.05"
"Gonin","06.16","06.41","07.01","07.21","07.42","08.02","08.22","08.42","09.02","09.22","09.47","10.17","10.47","11.17","11.47","12.17","12.47","13.17","13.47","14.17","14.47","15.17","15.47","16.17","16.37","16.57","17.17","17.37","17.57","18.17","18.37","18.57","19.17","19.37","20.02","20.32","21.12"
"Ledormeur","06.20","06.45","07.05","07.25","07.46","08.06","08.26","08.46","09.06","09.26","09.51","10.21","10.51","11.21","11.51","12.21","12.51","13.21","13.51","14.21","14.52","15.22","15.52","16.22","16.42","17.02","17.22","17.42","18.02","18.22","18.42","19.02","19.22","19.41","20.06","20.36","21.16"
"Baroux","06.24","06.49","07.09","07.29","07.50","08.10","08.30","08.50","09.10","09.30","09.55","10.25","10.55","11.25","11.55","12.25","12.55","13.25","13.55","14.25","14.56","15.26","15.56","16.26","16.46","17.06","17.26","17.46","18.06","18.25","18.45","19.05","19.25","19.44","20.09","20.39","21.19"
"Achiary","06.28","06.53","07.13","07.33","07.54","08.14","08.34","08.54","09.14","09.34","09.59","10.29","10.59","11.29","11.59","12.29","12.59","13.29","14.00","14.30","15.01","15.31","16.01","16.31","16.51","17.11","17.31","17.51","18.11","18.29","18.49","19.09","19.29","19.48","20.13","20.42","21.22"
"Assalit","06.33","06.58","07.18","07.39","08.00","08.20","08.40","09.00","09.20","09.40","10.05","10.35","11.05","11.35","12.05","12.35","13.05","13.35","14.06","14.36","15.07","15.37","16.07","16.37","16.57","17.17","17.37","17.57","18.17","18.35","18.55","19.15","19.35","19.54","20.18","20.47","21.27"
"Jeanne d&rsquo;Arc","06.39","07.04","07.24","07.48","08.09","08.29","08.49","09.09","09.29","09.49","10.14","10.44","11.14","11.44","12.14","12.44","13.14","13.44","14.16","14.47","15.18","15.48","16.18","16.47","17.06","17.26","17.46","18.06","18.26","18.44","19.04","19.24","19.44","20.03","20.25","20.54","21.34"
