"Jeanne d'Arc","07.15","08.00","08.40","09.30","10.30","11.30","12.30","13.30","14.30","15.30","15.55","16.15","16.55","17.36","18.40","19.30","20.35"
"Barri&egrave;re Croix Daurade","07.22","08.07","08.47","09.37","10.37","11.37","12.37","13.37","14.37","15.37","16.02","16.22","17.03","17.44","18.48","19.37","20.41"
"Netwiller","07.35","08.18","08.57","09.44","10.45","11.45","12.45","13.45","14.44","15.46","16.11","16.32","17.13","17.54","18.55","19.43","20.46"
"Borderouge","07.38","08.21","09.00","09.47","10.48","11.48","12.48","13.48","14.47","15.49","16.14","16.35","17.16","17.57","18.58","19.46","20.48"
