"A&eacute;roport Toulouse Blagnac","07.00","07.30","08.00","08.30","09.00","09.30","10.00","10.30","11.00","11.30","12.00","12.30","13.00","13.30","14.00","14.30","15.00","15.30","16.00","16.30","17.00","17.30","18.00","18.30","19.00","19.30"
"Place du Relais","07.05","07.35","08.05","08.35","09.05","09.35","10.05","10.35","11.05","11.35","12.05","12.35","13.05","13.35","14.05","14.35","15.05","15.35","16.05","16.35","17.05","17.35","18.05","18.35","19.04","19.34"
"Mairie Blagnac","07.06","07.36","08.06","08.36","09.06","09.36","10.06","10.36","11.06","11.36","12.06","12.36","13.06","13.36","14.06","14.36","15.06","15.36","16.06","16.36","17.06","17.36","18.06","18.36","19.05","19.35"
"Pl. G. Brassens","07.13","07.43","08.13","08.43","09.12","09.42","10.12","10.42","11.12","11.42","12.12","12.42","13.12","13.42","14.12","14.42","15.12","15.42","16.13","16.43","17.13","17.43","18.13","18.43","19.11","19.41"
"Blagnac E. Zola","07.16","07.46","08.16","08.46","09.15","09.45","10.15","10.45","11.15","11.45","12.15","12.45","13.15","13.45","14.15","14.45","15.15","15.45","16.16","16.46","17.16","17.46","18.16","18.46","19.14","19.44"
