"Rangueil","06.05","06.40","07.15","07.45","08.15","08.45","09.15","09.45","10.15","10.45","11.15","11.45","12.15","12.45","13.15","13.45","14.15","14.45","15.15","15.45","16.15","16.45","17.15","17.45","18.15","18.45","19.15","19.45","20.20","21.00"
"Gonin","06.11","06.48","07.23","07.53","08.23","08.53","09.23","09.53","10.23","10.53","11.23","11.53","12.23","12.53","13.23","13.53","14.23","14.53","15.23","15.53","16.23","16.53","17.23","17.53","18.23","18.53","19.23","19.53","20.27","21.07"
"Malep&egrave;re","06.16","06.54","07.32","08.02","08.33","09.03","09.30","10.00","10.29","10.59","11.31","12.01","12.31","13.01","13.31","14.01","14.31","15.01","15.32","16.02","16.32","17.02","17.33","18.03","18.33","19.00","19.30","19.59","20.33","21.13"
"Lalande","06.22","07.00","07.38","08.08","08.40","09.10","09.37","10.07","10.36","11.06","11.39","12.09","12.38","13.08","13.38","14.08","14.38","15.08","15.39","16.08","16.38","17.08","17.39","18.09","18.39","19.06","19.36","20.05","20.39","21.19"
"Payssi&egrave;re","06.26","07.04","07.42","08.13","08.45","09.14","09.41","10.11","10.40","11.10","11.43","12.13","12.42","13.13","13.43","14.12","14.42","15.12","15.43","16.12","16.42","17.12","17.43","18.13","18.43","19.10","19.40","20.09","20.43","21.23"
"Belberaud La Balme","06.32","07.10","07.48","08.20","08.52","09.20","09.47","10.17","10.46","11.17","11.50","12.20","12.49","13.20","13.50","14.19","14.49","15.20","15.51","16.20","16.50","17.21","17.53","18.23","18.51","19.18","19.48","20.17","20.49","21.29"
