"&nbsp;","","","","","","","","vs"
"Castanet-Tolosan","21.25","21.50","22.20","22.50","23.20","23.50","00.20","00.50"
"Mairie Castanet","21.28","21.53","22.23","22.53","23.23","23.53","00.23","00.53"
"Complexe Agricole","21.31","21.56","22.26","22.56","23.26","23.56","00.26","00.56"
"Mairie Ramonville","21.35","22.00","22.30","23.00","23.30","00.00","00.30","01.00"
"Cl&ocirc;tasses","21.39","22.04","22.34","23.04","23.34","00.04","00.34","01.04"
"Universit&eacute; Paul Sabatier","21.44","22.09","22.39","23.09","23.39","00.09","00.39","01.09"
