"Ar&egrave;nes","06.00","06.30","07.00","07.30","08.00","08.30","09.00","09.30","10.00","10.30","11.00","11.30","12.00","12.30","13.00","13.30","14.00","14.30","15.00","15.30","16.00","16.30","17.00","17.30","18.00","18.30","19.00","19.30","20.00","20.30","21.00"
"Pont Rocade","06.06","06.36","07.06","07.36","08.07","08.37","09.07","09.37","10.07","10.37","11.07","11.37","12.07","12.37","13.07","13.37","14.07","14.37","15.07","15.37","16.07","16.37","17.08","17.38","18.08","18.38","19.07","19.37","20.07","20.37","21.07"
"Lardenne","06.10","06.40","07.10","07.40","08.11","08.43","09.13","09.42","10.12","10.41","11.11","11.41","12.11","12.41","13.11","13.41","14.11","14.41","15.11","15.41","16.12","16.42","17.13","17.43","18.12","18.42","19.11","19.41","20.11","20.41","21.10"
"Ecole Croix Rouge","06.14","06.44","07.14","07.44","08.15","08.48","09.18","09.47","10.17","10.46","11.16","11.46","12.16","12.46","13.16","13.46","14.16","14.46","15.16","15.46","16.17","16.47","17.18","17.48","18.17","18.47","19.16","19.46","20.15","20.45","21.14"
"Pelletier Purpan","06.21","06.51","07.21","07.51","08.22","08.55","09.25","09.54","10.25","10.54","11.24","11.54","12.24","12.55","13.25","13.55","14.25","14.55","15.25","15.55","16.26","16.56","17.27","17.56","18.25","18.55","19.24","19.54","20.22","20.52","21.21"
