"L'Union Somport","06.00","06.21","06.40","06.59","07.19","07.44","08.09","08.34","08.59","09.24","09.49","10.14","10.39","11.04","11.29","11.54","12.20","12.45","13.11","13.36","14.01","14.27","14.50","15.18","15.43","16.09","16.34","17.00","17.25","17.52","18.20","18.50","19.15","19.40","20.05"
"Bayonne","06.04","06.25","06.44","07.04","07.24","07.49","08.14","08.38","09.03","09.28","09.53","10.18","10.43","11.08","11.33","11.58","12.25","12.50","13.16","13.41","14.06","14.32","14.55","15.23","15.48","16.14","16.39","17.05","17.30","17.57","18.25","18.54","19.19","19.44","20.09"
"Atlanta","06.07","06.28","06.47","07.07","07.27","07.52","08.17","08.41","09.06","09.31","09.56","10.21","10.46","11.11","11.36","12.01","12.28","12.53","13.19","13.44","14.09","14.35","14.58","15.26","15.51","16.17","16.42","17.08","17.33","18.00","18.28","18.57","19.22","19.47","20.12"
"Argoulets","06.14","06.35","06.54","07.16","07.36","08.01","08.25","08.49","09.14","09.39","10.04","10.29","10.54","11.19","11.44","12.09","12.36","13.01","13.27","13.52","14.17","14.43","15.06","15.34","15.59","16.25","16.50","17.17","17.42","18.09","18.37","19.05","19.30","19.55","20.20"
