"Castanet-Tolosan","05.50","06.20","06.45","07.10","07.40","08.10","08.40","09.14","09.45","10.20","10.50","11.25","12.00","12.35","13.08","13.38","14.13","14.43","15.13","15.44","16.14","16.41","17.04","17.28","17.47","18.23","18.55","19.25","20.00","20.30"
"Mairie Castanet","05.52","06.22","06.47","07.12","07.42","08.12","08.42","09.16","09.48","10.23","10.53","11.28","12.03","12.38","13.11","13.41","14.16","14.46","15.16","15.47","16.17","16.44","17.07","17.31","17.50","18.25","18.57","19.27","20.02","20.32"
"Complexe Agricole","05.55","06.25","06.50","07.16","07.46","08.16","08.46","09.20","09.51","10.26","10.56","11.31","12.06","12.41","13.14","13.44","14.19","14.49","15.19","15.50","16.20","16.47","17.10","17.34","17.53","18.28","19.00","19.30","20.05","20.35"
"Mairie Ramonville","05.58","06.28","06.53","07.19","07.49","08.19","08.49","09.23","09.55","10.30","11.00","11.35","12.10","12.45","13.18","13.48","14.23","14.53","15.23","15.54","16.24","16.51","17.14","17.38","17.57","18.32","19.03","19.33","20.08","20.38"
"Cl&ocirc;tasses","06.00","06.30","06.55","07.22","07.52","08.22","08.52","09.26","09.57","10.32","11.02","11.37","12.12","12.47","13.20","13.50","14.25","14.55","15.25","15.56","16.26","16.54","17.17","17.41","18.00","18.35","19.06","19.36","20.11","20.41"
"Universit&eacute; Paul Sabatier","06.02","06.32","06.57","07.25","07.55","08.25","08.55","09.29","09.59","10.34","11.04","11.39","12.14","12.49","13.22","13.52","14.27","14.57","15.27","15.58","16.28","16.57","17.20","17.44","18.03","18.38","19.08","19.38","20.13","20.43"
