"Borderouge","07.10","07.50","08.35","09.30","10.25","11.20","12.15","13.15","14.10","15.00","15.50","16.40","17.30","18.25","19.05"
"Les Sables","07.17","07.57","08.41","09.36","10.31","11.26","12.21","13.21","14.16","15.06","15.56","16.46","17.37","18.32","19.11"
"Launaguet Palanque","07.23","08.03","08.47","09.42","10.37","11.32","12.27","13.27","14.22","15.12","16.02","16.52","17.43","18.38","19.17"
