"Portet - Gare SNCF","06.37","06.55","07.15","07.32","07.50","08.10","08.30","08.51","09.10","16.05","16.40","17.07","17.27","17.47","18.06","18.25","18.42","19.00"
"ZI Bois Vert","06.40","06.58","07.18","07.35","07.53","08.13","08.33","08.54","09.13","16.08","16.43","17.10","17.30","17.50","18.09","18.28","18.45","19.03"
"Thibaud","06.47","07.05","07.26","07.43","08.03","08.23","08.43","09.01","09.20","16.17","16.52","17.20","17.40","17.59","18.18","18.34","18.51","19.09"
"Basso Cambo","06.56","07.14","07.35","07.54","08.14","08.34","08.54","09.10","09.29","16.25","17.00","17.29","17.49","18.07","18.26","18.42","18.59","19.17"
