"Montberon","&ndash;","&ndash;","07.05","&ndash;","&ndash;","&ndash;","08.25","&ndash;","&ndash;","09.50","&ndash;","&ndash;","11.15","&ndash;","12.25","&ndash;","&ndash;","13.20","&ndash;","14.30","&ndash;","&ndash;","&ndash;","16.15","&ndash;","&ndash;","17.20","&ndash;","&ndash;","18.05","&ndash;","18.45","&ndash;","&ndash;","&ndash;"
"St-Loup","06.30","&ndash;","&ndash;","07.25","&ndash;","08.10","&ndash;","&ndash;","09.20","&ndash;","10.30","&ndash;","&ndash;","11.45","&ndash;","12.40","&ndash;","&ndash;","13.55","&ndash;","&ndash;","15.15","15.55","&ndash;","&ndash;","16.50","&ndash;","17.35","&ndash;","&ndash;","18.20","&ndash;","&ndash;","19.10","20.10"
"Pechbonnieu Mairie","06.33","&ndash;","07.10","07.28","&ndash;","08.13","08.30","&ndash;","09.23","09.55","10.33","&ndash;","11.20","11.48","12.30","12.43","&ndash;","13.25","13.58","14.35","&ndash;","15.18","15.58","16.20","&ndash;","16.53","17.25","17.38","&ndash;","18.10","18.23","18.50","&ndash;","19.13","20.13"
"Fonbeauzard Mairie","&ndash;","06.55","&ndash;","&ndash;","07.55","&ndash;","&ndash;","08.55","&ndash;","&ndash;","&ndash;","10.55","&ndash;","&ndash;","&ndash;","&ndash;","12.55","&ndash;","&ndash;","&ndash;","14.45","&ndash;","&ndash;","&ndash;","16.30","&ndash;","&ndash;","&ndash;","17.50","&ndash;","&ndash;","&ndash;","19.00","&ndash;","&ndash;"
"Mairie Launaguet","06.42","07.04","07.20","07.37","08.04","08.22","08.40","09.04","09.32","10.05","10.42","11.04","11.29","11.56","12.38","12.50","13.03","13.35","14.07","14.45","14.53","15.27","16.06","16.29","16.38","17.01","17.34","17.46","17.58","18.19","18.31","18.59","19.08","19.21","20.20"
"Moulis","06.46","07.08","07.24","07.41","08.08","08.26","08.44","09.08","09.36","10.09","10.46","11.08","11.33","12.00","12.42","12.54","13.06","13.38","14.11","14.49","14.57","15.31","16.10","16.33","16.42","17.05","17.38","17.50","18.02","18.23","18.35","19.03","19.12","19.25","20.23"
"Rispet","06.51","07.14","07.30","07.47","08.14","08.32","08.50","09.14","09.42","10.15","10.52","11.14","11.39","12.06","12.47","12.59","13.11","13.44","14.17","14.54","15.02","15.37","16.16","16.39","16.47","17.11","17.44","17.55","18.07","18.28","18.40","19.07","19.16","19.29","20.27"
"Trois Cocus","06.54","07.17","07.33","07.50","08.17","08.35","08.53","09.17","09.45","10.18","10.55","11.17","11.42","12.09","12.50","13.02","13.14","13.47","14.20","14.57","15.05","15.40","16.19","16.42","16.50","17.14","17.47","17.58","18.10","18.31","18.43","19.10","19.19","19.32","20.30"
