"Basso Cambo","06.25","06.42","07.00","07.20","07.40","08.00","08.20","08.40","16.05","16.32","16.55","17.14","17.34","17.53","18.13","18.32"
"Thibaud","06.33","06.50","07.09","07.29","07.50","08.10","08.30","08.50","16.15","16.42","17.07","17.26","17.46","18.05","18.25","18.43"
"ZI Bois Vert","06.40","06.57","07.17","07.37","07.58","08.18","08.38","08.58","16.23","16.50","17.16","17.35","17.55","18.14","18.32","18.50"
"Portet - Gare SNCF","06.45","07.02","07.22","07.43","08.04","08.24","08.43","09.03","16.28","16.55","17.21","17.40","18.00","18.19","18.36","18.54"
