"&#65279;Cours Dillon","09.00","09.08","09.17","09.26","09.35","09.44","09.53","10.02","10.11","10.21","10.30","10.39","10.48","10.58","11.07","11.16","11.25","11.37","11.49","12.02","12.14","12.26","12.38","12.50","13.05","13.20","13.41","14.02","14.23","14.44","15.05","15.16","15.26","15.36","15.48","16.00","16.12","16.24","16.36","16.48","17.00","17.12","17.24","17.36","17.48","18.00","18.12","18.24","18.34","18.48","19.00"
"Carmes","09.10","09.18","09.27","09.36","09.45","09.54","10.03","10.12","10.21","10.31","10.40","10.49","10.58","11.10","11.19","11.28","11.37","11.49","12.01","12.14","12.26","12.38","12.50","13.02","13.17","13.32","13.53","14.14","14.35","14.56","15.17","15.28","15.39","15.49","16.01","16.13","16.25","16.38","16.51","17.03","17.15","17.27","17.39","17.51","18.03","18.15","18.27","18.39","18.49","19.03","19.15"
"Cours Dillon","09.30","09.38","09.47","09.56","10.05","10.14","10.23","10.32","10.41","10.51","11.00","11.09","11.18","11.30","11.39","11.48","11.57","12.09","12.21","12.34","12.46","12.58","13.10","13.22","13.37","13.52","14.13","14.34","14.55","15.16","15.37","15.48","15.59","16.09","16.21","16.34","16.49","17.03","17.16","17.28","17.40","17.52","18.04","18.16","18.28","18.40","18.52","19.04","19.14","19.28","19.40"
