"Basso Cambo","05.30","05.55","06.10","06.25","06.40","06.55","07.10","07.25","07.40","07.55","08.10","08.25","08.40","08.55","09.10","09.25","09.40","09.55","10.10","10.25","10.40","10.55","11.10","11.25","11.40","11.55","12.10","12.25","12.40","12.55","13.10","13.25","13.40","13.55","14.10","14.25","14.40","14.55","15.10","15.25","15.40","15.55","16.10","16.25","16.40","16.55","17.10","17.25","17.40","17.55","18.10","18.25","18.40","19.00","19.20","19.40","20.00","20.20","20.40","21.00"
"Eisenhower","05.37","06.02","06.17","06.32","06.47","07.02","07.17","07.32","07.47","08.02","08.17","08.32","08.47","09.02","09.17","09.32","09.47","10.02","10.17","10.32","10.47","11.02","11.17","11.32","11.47","12.02","12.17","12.32","12.47","13.02","13.17","13.32","13.47","14.02","14.17","14.32","14.47","15.02","15.17","15.32","15.47","16.02","16.17","16.32","16.47","17.02","17.17","17.32","17.47","18.02","18.17","18.32","18.47","19.07","19.27","19.47","20.07","20.27","20.47","21.07"
"Barri&egrave;re de Muret","05.45","06.10","06.25","06.40","06.55","07.11","07.26","07.41","07.56","08.11","08.26","08.41","08.56","09.11","09.26","09.41","09.56","10.11","10.26","10.41","10.56","11.11","11.26","11.41","11.56","12.11","12.26","12.41","12.56","13.12","13.27","13.42","13.57","14.12","14.27","14.42","14.57","15.12","15.27","15.42","15.57","16.13","16.28","16.43","16.58","17.13","17.28","17.43","17.58","18.13","18.28","18.43","18.58","19.17","19.37","19.57","20.15","20.35","20.55","21.15"
"Palais de Justice","05.56","06.21","06.36","06.51","07.08","07.25","07.40","07.55","08.11","08.26","08.41","08.56","09.11","09.26","09.41","09.56","10.11","10.26","10.40","10.56","11.11","11.26","11.41","11.56","12.11","12.26","12.41","12.56","13.11","13.27","13.42","13.58","14.13","14.28","14.43","14.58","15.13","15.28","15.43","15.58","16.14","16.30","16.45","17.00","17.15","17.30","17.45","18.00","18.15","18.30","18.45","19.00","19.14","19.33","19.53","20.11","20.27","20.47","21.07","21.27"
"Cours Dillon","06.03","06.28","06.43","06.58","07.17","07.34","07.49","08.04","08.21","08.36","08.51","09.06","09.21","09.36","09.51","10.06","10.21","10.36","10.50","11.06","11.21","11.36","11.51","12.06","12.21","12.36","12.51","13.06","13.20","13.36","13.51","14.07","14.22","14.37","14.52","15.07","15.22","15.37","15.52","16.08","16.24","16.40","16.55","17.10","17.25","17.40","17.55","18.10","18.25","18.40","18.55","19.09","19.23","19.42","20.02","20.18","20.34","20.54","21.14","21.34"
