"Pelletier Purpan","06.00","06.30","06.50","07.10","07.30","07.50","08.10","08.30","08.50","09.10","09.30","09.50","10.10","10.30","10.50","11.10","11.30","11.50","12.10","12.30","12.50","13.10","13.30","13.50","14.10","14.30","14.50","15.10","15.30","15.50","16.10","16.30","16.50","17.10","17.30","17.50","18.10","18.30","18.50","19.10","19.40","20.10","20.40","21.15"
"Cartoucherie","06.04","06.34","06.54","07.15","07.35","07.55","08.15","08.35","08.55","09.15","09.35","09.55","10.15","10.35","10.55","11.15","11.35","11.55","12.15","12.35","12.55","13.15","13.35","13.55","14.15","14.35","14.55","15.15","15.35","15.55","16.15","16.35","16.55","17.15","17.35","17.55","18.15","18.35","18.55","19.15","19.44","20.14","20.44","21.19"
"Patte d&rsquo;Oie","06.08","06.38","06.58","07.20","07.40","08.00","08.20","08.40","09.00","09.20","09.40","10.00","10.20","10.40","11.00","11.20","11.40","12.00","12.20","12.40","13.00","13.20","13.40","14.00","14.20","14.40","15.00","15.20","15.40","16.00","16.20","16.40","17.00","17.20","17.40","18.00","18.20","18.40","19.00","19.20","19.48","20.18","20.48","21.23"
"St Cyprien - R&eacute;publique","06.10","06.40","07.00","07.23","07.43","08.03","08.23","08.43","09.03","09.23","09.43","10.03","10.23","10.43","11.03","11.23","11.43","12.03","12.23","12.43","13.03","13.23","13.43","14.03","14.23","14.43","15.03","15.23","15.43","16.03","16.23","16.43","17.03","17.23","17.43","18.03","18.23","18.43","19.03","19.23","19.50","20.20","20.50","21.25"
"Amidonniers","06.13","06.43","07.03","07.26","07.46","08.06","08.26","08.46","09.06","09.26","09.46","10.06","10.26","10.46","11.06","11.26","11.46","12.06","12.26","12.46","13.06","13.26","13.46","14.06","14.26","14.46","15.06","15.26","15.46","16.06","16.26","16.46","17.06","17.26","17.46","18.06","18.26","18.46","19.06","19.26","19.53","20.23","20.53","21.28"
"Compans - Caffarelli","06.16","06.46","07.07","07.30","07.50","08.10","08.30","08.50","09.10","09.30","09.50","10.10","10.30","10.50","11.10","11.30","11.50","12.10","12.30","12.50","13.10","13.30","13.50","14.10","14.30","14.50","15.10","15.30","15.50","16.10","16.30","16.50","17.10","17.30","17.50","18.10","18.30","18.50","19.10","19.30","19.56","20.26","20.56","21.31"
"Jeanne d&rsquo;Arc","06.21","06.51","07.14","07.37","07.57","08.17","08.37","08.57","09.17","09.37","09.57","10.17","10.37","10.57","11.17","11.37","11.57","12.17","12.37","12.57","13.17","13.37","13.57","14.17","14.37","14.57","15.17","15.37","15.57","16.17","16.37","16.57","17.17","17.37","17.57","18.17","18.37","18.57","19.17","19.35","20.01","20.31","21.01","21.36"
