"Ar&egrave;nes","06.10","06.45","07.20","07.50","08.20","08.50","09.25","10.10","10.55","11.40","12.25","13.10","13.55","14.40","15.25","16.10","16.40","17.10","17.40","18.10","18.45","19.40"
"Pont Rocade","06.16","06.51","07.26","07.57","08.27","08.57","09.32","10.17","11.02","11.47","12.32","13.17","14.02","14.47","15.32","16.17","16.47","17.18","17.48","18.18","18.52","19.47"
"Corneillan","06.21","06.56","07.31","08.02","08.33","09.03","09.38","10.22","11.07","11.52","12.37","13.22","14.07","14.52","15.37","16.22","16.52","17.24","17.54","18.24","18.58","19.52"
"Cabanon","06.26","07.01","07.37","08.08","08.40","09.10","09.44","10.27","11.12","11.58","12.43","13.28","14.13","14.58","15.43","16.28","16.58","17.30","18.00","18.30","19.04","19.57"
"Marquisat","06.29","07.04","07.40","08.11","08.43","09.13","09.47","10.30","11.15","12.01","12.46","13.31","14.16","15.01","15.46","16.31","17.01","17.34","18.04","18.34","19.07","20.00"
"Plaisance Accueil","06.35","07.10","07.46","08.18","08.50","09.20","09.54","10.37","11.22","12.08","12.53","13.38","14.23","15.08","15.53","16.38","17.09","17.42","18.12","18.42","19.14","20.07"
"Plaisance Monesti&eacute;","06.38","07.13","07.49","08.21","08.53","09.23","09.57","10.40","11.25","12.11","12.56","13.41","14.26","15.11","15.56","16.41","17.12","17.45","18.15","18.45","19.17","20.10"
