"Aussonne Agassines","07.05","07.25","07.45","08.05","08.25","08.45","16.05","16.25","16.45","17.05","17.25","17.45","18.05","18.25","18.45","19.05"
"R&eacute;publique","07.10","07.31","07.51","08.10","08.30","08.50","16.10","16.30","16.50","17.10","17.30","17.50","18.10","18.30","18.50","19.10"
"Periac","07.13","07.34","07.54","08.13","08.33","08.52","16.12","16.32","16.52","17.12","17.32","17.52","18.12","18.32","18.52","19.12"
"A&eacute;roconstellation","07.21","07.47","08.07","08.26","08.46","09.03","16.20","16.40","17.00","17.20","17.40","18.00","18.19","18.39","18.59","19.19"
"Androm&egrave;de Lyc&eacute;e","07.24","07.50","08.10","08.29","08.48","09.05","16.22","16.42","17.02","17.22","17.42","18.02","18.21","18.41","19.01","19.21"
