"Castanet-Tolosan","06.00","06.40","07.15","07.50","08.25","09.00","09.35","10.10","10.45","11.20","11.55","12.30","13.05","13.40","14.15","14.50","15.25","16.00","16.35","17.10","17.45","18.20","18.55","19.30","20.05","20.45"
"Verte Prairie","06.06","06.46","07.21","07.56","08.31","09.06","09.41","10.16","10.51","11.26","12.01","12.36","13.11","13.46","14.21","14.56","15.31","16.06","16.41","17.16","17.51","18.26","19.01","19.36","20.11","20.51"
"P&eacute;rigord","06.10","06.50","07.25","08.00","08.35","09.10","09.45","10.20","10.55","11.30","12.05","12.40","13.15","13.50","14.25","15.00","15.35","16.10","16.45","17.20","17.55","18.30","19.05","19.40","20.15","20.55"
"Lab&egrave;ge Innopole Gare SNCF","06.18","06.58","07.33","08.08","08.43","09.18","09.53","10.28","11.03","11.38","12.13","12.48","13.23","13.58","14.33","15.08","15.43","16.18","16.53","17.28","18.03","18.38","19.13","19.48","20.23","21.03"
"Corail","06.20","07.00","07.35","08.10","08.45","09.20","09.55","10.30","11.05","11.40","12.15","12.50","13.25","14.00","14.35","15.10","15.45","16.20","16.55","17.30","18.05","18.40","19.15","19.50","20.25","21.05"
"Lalande","06.22","07.02","07.37","08.12","08.47","09.22","09.57","10.32","11.07","11.42","12.17","12.52","13.27","14.02","14.37","15.12","15.47","16.22","16.57","17.32","18.07","18.42","19.17","19.52","20.27","21.07"
"Malep&egrave;re","06.26","07.06","07.41","08.16","08.51","09.26","10.01","10.36","11.11","11.46","12.21","12.56","13.31","14.06","14.41","15.16","15.51","16.26","17.01","17.36","18.11","18.46","19.21","19.56","20.31","21.11"
