"Jolimont","06.00","06.30","06.55","07.15","07.35","07.55","08.15","08.35","09.00","09.30","10.00","10.30","11.00","11.30","12.00","12.30","13.00","13.30","14.00","14.30","15.00","15.30","16.00","16.30","16.50","17.10","17.30","17.50","18.10","18.30","19.00","19.30","20.00","20.30","21.00"
"Coquille","06.03","06.33","06.58","07.18","07.38","07.58","08.18","08.38","09.03","09.33","10.03","10.33","11.03","11.33","12.03","12.33","13.03","13.33","14.03","14.33","15.03","15.33","16.03","16.33","16.53","17.13","17.33","17.53","18.13","18.33","19.03","19.33","20.03","20.33","21.03"
"Cit&eacute; de l&rsquo;Espace","06.11","06.41","07.07","07.27","07.47","08.08","08.28","08.48","09.13","09.43","10.13","10.43","11.13","11.43","12.13","12.43","13.13","13.43","14.13","14.43","15.13","15.43","16.13","16.45","17.05","17.25","17.45","18.05","18.25","18.45","19.14","19.43","20.13","20.43","21.13"
"Marcel Dassault","06.15","06.45","07.11","07.31","07.51","08.13","08.33","08.52","09.17","09.47","10.17","10.47","11.17","11.47","12.17","12.47","13.17","13.47","14.17","14.47","15.17","15.47","16.17","16.49","17.09","17.29","17.49","18.09","18.29","18.49","19.18","19.47","20.17","20.47","21.17"
"ENAC","06.23","06.53","07.19","07.39","07.59","08.21","08.41","09.00","09.25","09.55","10.25","10.55","11.25","11.55","12.25","12.55","13.25","13.55","14.25","14.55","15.25","15.55","16.25","16.57","17.17","17.37","17.57","18.17","18.37","18.57","19.26","19.55","20.25","20.55","21.25"
"Ramonville M&eacute;tro","06.28","06.58","07.24","07.44","08.05","08.27","08.47","09.06","09.31","10.01","10.31","11.01","11.31","12.01","12.31","13.01","13.31","14.01","14.31","15.01","15.31","16.01","16.31","17.03","17.23","17.43","18.03","18.23","18.43","19.03","19.31","20.00","20.30","21.00","21.30"
