"Saint Agne - SNCF","06.00","06.40","07.15","07.35","07.55","08.15","08.35","08.55","09.12","09.40","10.10","10.40","11.10","11.40","12.10","12.40","13.10","13.40"
"Rond-Point Langlade","06.05","06.45","07.21","07.44","08.06","08.26","08.45","09.04","09.20","09.45","10.15","10.45","11.15","11.45","12.15","12.45","13.15","13.45"
"Gironis","06.06","06.46","07.22","07.45","08.07","08.27","08.46","09.05","09.21","09.46","10.16","10.46","11.16","11.46","12.16","12.46","13.16","13.46"
"Marchant","06.07","06.47","07.23","07.47","08.09","08.29","08.48","09.07","09.22","09.47","10.17","10.47","11.17","11.47","12.17","12.47","13.17","13.47"
"Silos","06.07","06.47","07.24","07.48","08.10","08.30","08.49","09.08","09.23","09.48","10.17","10.47","11.17","11.47","12.17","12.47","13.17","13.47"
"Route d&rsquo;Espagne","06.08","06.48","07.25","07.50","08.12","08.32","08.51","09.09","09.24","09.49","10.18","10.48","11.18","11.48","12.18","12.48","13.18","13.48"
"Eisenhower","06.12","06.52","07.32","07.58","08.21","08.41","08.59","09.17","09.30","09.54","10.23","10.53","11.23","11.53","12.23","12.53","13.23","13.53"
"Basso Cambo","06.16","06.56","07.37","08.05","08.28","08.48","09.06","09.24","09.35","09.58","10.27","10.57","11.27","11.57","12.27","12.57","13.27","13.57"
