"Launaguet Palanque","06.50","07.30","08.10","08.55","09.50","10.45","11.40","12.35","13.35","14.30","15.20","16.10","17.00","17.50","18.45"
"Les Sables","06.56","07.37","08.17","09.01","09.56","10.51","11.46","12.41","13.41","14.36","15.26","16.16","17.07","17.57","18.51"
"Borderouge","07.02","07.44","08.24","09.07","10.02","10.57","11.52","12.47","13.47","14.42","15.32","16.22","17.14","18.04","18.57"
