"Barri&egrave;re de Paris","6.25","6.55","7.30","8.05","8.40","9.15","10.00","11.00","12.00","13.00","14.00","15.00","15.55","16.30","17.05","17.40","18.15","18.45","19.15","19.45"
"Glaci&egrave;re Sesqui&egrave;res","6.40","7.10","7.45","8.20","8.55","9.30","10.15","11.15","12.15","13.15","14.15","15.15","16.10","16.45","17.20","17.55","18.30","19.00","19.30","20.00"
