"Glaci&egrave;re Sesqui&egrave;res","6.40","7.10","7.45","8.20","8.55","9.30","10.15","11.15","12.15","13.15","14.15","15.15","16.10","16.45","17.20","17.55","18.30","19.00","19.30"
"Barri&egrave;re de Paris","6.55","7.30","8.05","8.40","9.15","9.45","10.30","11.30","12.30","13.30","14.30","15.30","16.30","17.05","17.40","18.15","18.45","19.15","19.45"
